SendingDomain,URL,Title,Anchor Text,Spam Score,Page Authority,Domain Authority,Number of Domains Linking to this Page,Number of Domains Linking to Domain,Origin,TargetDomain,Target URL,Link Equity,No Link Equity,Only rel=nofollow,Only follow,301
becuo.com,http://becuo.com/white-lace-fabric-design,White Lace Fabric Design Images & Pictures - Becuo,(img alt) African Clothing | A blend of unique African Fashions like never ...,4,12,27,0,322,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/11/White-lace-Dashiki-1024x983.jpg,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/feed,,African Print Wrapper with Head wrap,4,12,13,1,29,External,dupsies.com,http://www.dupsies.com/Dstore/african-print-wrapper-with-head-wrap-p-4136.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/feed,,African Brocade Dashiki Pant Set,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-brocade-dashiki-pant-p-4301.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/feed,,African Dashiki Shirt for Children &#8211; Dupsie&#39;s &#8211; Traditional &#8230;,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-dashiki-shirt-children-p-4302.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/feed,,African Dashiki Wear for Girls,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-dashiki-wear-girls-p-4303.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/feed,,African Print Dashiki Shirt &#8211; Dupsie&#39;s &#8211; Traditional African &#8230;,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-print-dashiki-shirt-p-4298.html,Yes,No,No,Yes,No,,,,,
nyanyan.to,http://nyanyan.to/archives/122/comment-page-1,??????? &raquo; ??????????,wedding ball gowns,1,12,23,1,52,External,dupsies.com,http://www.dupsies.com/pryq/nisx.php?rsv2-69eq.html,No,Yes,Yes,No,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/category/blog/feed,,African Print Wrapper with Head wrap,4,12,13,1,29,External,dupsies.com,http://www.dupsies.com/Dstore/african-print-wrapper-with-head-wrap-p-4136.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/category/blog/feed,,African Brocade Dashiki Pant Set,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-brocade-dashiki-pant-p-4301.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/category/blog/feed,,African Dashiki Shirt for Children &#8211; Dupsie&#39;s &#8211; Traditional &#8230;,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-dashiki-shirt-children-p-4302.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/category/blog/feed,,African Dashiki Wear for Girls,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-dashiki-wear-girls-p-4303.html,Yes,No,No,Yes,No,,,,,
allafricanclothes.com,http://www.allafricanclothes.com/category/blog/feed,,African Print Dashiki Shirt &#8211; Dupsie&#39;s &#8211; Traditional African &#8230;,4,12,13,1,29,External,dupsies.com,http://dupsies.com/Dstore/african-print-dashiki-shirt-p-4298.html,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-clothing.html,Alfa img - Showing > African Clothing,(img alt) [No Anchor Text],0,12,21,1,75,External,dupsies.com,http://dupsies.com/Dstore/images/DPSN200C.jpg,Yes,No,No,Yes,No,,,,,
hdimagelib.com,http://hdimagelib.com/african+print+designs+skirts,African Print Designs Skirts images,(img alt) African Print Designs Skirts Black African Print Skirt,5,12,28,1,136,External,dupsies.com,http://dupsies.com/Dstore/images/_Green-African-Print-DP2982AA.jpg,Yes,No,No,Yes,No,,,,,
nigerianwedding.net,http://www.nigerianwedding.net/nigerian-wedding-colors-yellow-white/,Nigerian Wedding Colors: Yellow &amp; White Nigerian Wedding,Dupsies,0,11,26,1,23,External,dupsies.com,http://dupsies.com/Dstore/white-gold-couples-p-2970.html,No,Yes,Yes,No,No,,,,,
hdimagelib.com,http://hdimagelib.com/african+print+romper,African Print Romper images,(img alt) African Print Romper Beige African Print Romper,5,11,28,1,136,External,dupsies.com,http://dupsies.com/Dstore/images/AFRICAN_ROMPER_PRINT_DP2661a.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/kitenge-designs-for-ladies,Kitenge Designs For Ladies | Popular Photography,View Fullsize,3,11,17,1,26,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/06/Brocade-Wrapper.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-skirt-and-top.html,Alfa img - Showing > African Skirt and Top,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/09/Burgundy-and-Beige-African-Print-Skirt-and-Top.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-skirt-and-top.html,Alfa img - Showing > African Skirt and Top,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/09/Earth-Print-African-Print-Skirt-and-Top.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-skirt-and-top.html,Alfa img - Showing > African Skirt and Top,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/09/Earth-Print-African-Print-three-quarter-sleeve-top-and-skirt.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-skirt-and-top.html,Alfa img - Showing > African Skirt and Top,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/09/Purple-African-Print-SKirt-and-Top.jpg,Yes,No,No,Yes,No,,,,,
hdimagelib.com,http://hdimagelib.com/african+dress+designs+for+women,African Dress Designs For Women images,(img alt) African Dress Designs For Women African Dresses For Women,5,11,28,1,136,External,dupsies.com,http://dupsies.com/Dstore/images/African%20Print%20Ankara%20Top%20and%20Skirt%20DP2677.jpg,Yes,No,No,Yes,No,,,,,
hdimagelib.com,http://hdimagelib.com/african+print+dresses+2012,African Print Dresses 2012 images,(img alt) African Print Dresses 2012 African Print Patch Work Dress,5,11,28,1,136,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/09/African-Print-Patch-Work-Dress.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-garb-clothing.html,Alfa img - Showing > African Garb Clothing,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://dupsies.com/imm/DP2410X.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-fabric-patterns-clothes.html,Alfa img - Showing > African Fabric Patterns Clothes,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/08/African-Clothing-New-York-21.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-fabric-patterns-clothes.html,Alfa img - Showing > African Fabric Patterns Clothes,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/09/Tie-Dye-outfit.jpg,Yes,No,No,Yes,No,,,,,
alfa-img.com,http://alfa-img.com/show/african-fabric-patterns-clothes.html,Alfa img - Showing > African Fabric Patterns Clothes,(img alt) [No Anchor Text],0,11,21,1,75,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/09/Tie-dye-Women.jpg,Yes,No,No,Yes,No,,,,,
hdimagelib.com,http://hdimagelib.com/african+designs+and+patterns,African Designs And Patterns images,(img alt) African Designs And Patterns African Style Dress Patterns,5,11,28,1,136,External,dupsies.com,http://www.dupsies.com/African_Clothing_1.JPG,Yes,No,No,Yes,No,,,,,
jamiiforums.com,http://www.jamiiforums.com/jamii-photos/555133-picha-maalumu-kwa-wale-wote-wenye-watoto-au-mnaopenda-watoto-hizi-picha-zinawahusu-huu-ndio-msimu.html,,(img alt) (img) [No Anchor Text],0,11,37,1,290,External,dupsies.com,http://dupsies.com/Dstore/product_thumb.php?img=images/African-Print-Dress-For-Girls-DPC483.JPG&w=190&h=286,No,Yes,Yes,No,No,,,,,
jamiiforums.com,http://www.jamiiforums.com/jamii-photos/555133-picha-maalumu-kwa-wale-wote-wenye-watoto-au-mnaopenda-watoto-hizi-picha-zinawahusu-huu-ndio-msimu.html,,(img alt) (img) [No Anchor Text],0,11,37,1,290,External,dupsies.com,http://dupsies.com/Dstore/product_thumb.php?img=images/african-print-Dress-For-Girls-DPC482A.jpg&w=190&h=286,No,Yes,Yes,No,No,,,,,
bibinigh.com,http://bibinigh.com/flattering-african-outfits-to-rock-this-weekend/,Flattering African outfits to rock this weekend | BibiniGH,African outfits�,2,10,19,1,3,External,african-clothing-couples.dupsies.com,http://african-clothing-couples.dupsies.com/african-clothing-for-couples/,No,Yes,Yes,No,No,,,,,
imagepo.com,http://imagepo.com/african-print-shirts-for-women,African Print Shirts For Women Images,,,,,,,,,,,,,,,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/latest-slit-and-kaba-styles-for-wedding,Latest Slit And Kaba Styles For Wedding | Popular Photography,View Fullsize,3,10,17,1,26,External,dupsies.com,http://dupsies.com/imm/White-Easter-African-Clothing-Attire.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/latest-agbada-styles,Latest Agbada Styles | Popular Photography,View Fullsize,3,10,17,1,26,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/11/Purple-and-Gold-Aso-Oke-Dashiki-Agbada-and-Top-and-Wrapper-Set.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/south-african-wedding-attire-for-couples,South African Wedding Attire For Couples | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://dupsies.com/Dstore/images/African%20Clothing%20DP1935C.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/africa-dress-ghana-com,Africa Dress Ghana Com | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://dupsies.com/Dstore/images/DPC352B.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/african-wear-clothes,African Wear Clothes | Popular Photography,(img alt) Dupsie's is the home of African Clothing. Authentic African Clothes ...,3,9,17,1,26,External,dupsies.com,http://dupsies.com/Dstore/images/African%20Print%20Ankara%20Top%20and%20Skirt%20DP2677.jpg,Yes,No,No,Yes,No,,,,,
getthatwholesale.com,http://www.getthatwholesale.com/linkexchange.html,GetThatWholesale Link Exchange,African Clothing & Accessories Store,2,9,27,1,33,External,dupsies.com,http://www.dupsies.com/,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/women-african-wear,Women African Wear | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://dupsies.com/Dstore/images/African%20Print%20Ankara%20Top%20and%20Skirt%20DP2677.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/kente-with-lace-designs,Kente With Lace Designs | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/11/Purple-and-Gold-Aso-Oke-Dashiki-Agbada-and-Top-and-Wrapper-Set.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/agbada-styles-for-men,Agbada Styles For Men | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://dupsies.com/Dstore/images/DP2478.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/african-kitenge-skirt-designs,African Kitenge Skirt Designs | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://dupsies.com/Dstore/images/Burgundy-and-Beige-African-Print-Skirt-and-Top1.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/ladies-african-wear-in-ghana,Ladies African Wear In Ghana | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://dupsies.com/Dstore/images/DPC352B.jpg,Yes,No,No,Yes,No,,,,,
popularphotographybiz.com,http://www.popularphotographybiz.com/photo/nigerian-lace-attires,Nigerian Lace Attires | Popular Photography,View Fullsize,3,9,17,1,26,External,dupsies.com,http://www.dupsies.com/blogs/wp-content/uploads/2012/06/African-Lace-Wrapper.jpg,Yes,No,No,Yes,No,,,,,
africantvnetworkmall.com,http://www.africantvnetworkmall.com/home/africapointcom/,Africapoint.com - African TV Network Mall,(img alt) [No Anchor Text],5,9,11,0,4,External,dupsies.com,http://dupsies.com/Dstore/index.php?ref=26&affiliate_banner_id=3,Yes,No,No,Yes,No,,,,,
africantvnetworkmall.com,http://www.africantvnetworkmall.com/home/afrikboutikcom/,AfrikBoutik.com - African TV Network Mall,(img alt) [No Anchor Text],5,9,11,0,4,External,dupsies.com,http://dupsies.com/Dstore/index.php?ref=26&affiliate_banner_id=3,Yes,No,No,Yes,No,,,,,
africantvnetworkmall.com,http://www.africantvnetworkmall.com/home/cafe-press/,Cafe Press - African TV Network Mall,(img alt) [No Anchor Text],5,9,11,0,4,External,dupsies.com,http://dupsies.com/Dstore/index.php?ref=26&affiliate_banner_id=3,Yes,No,No,Yes,No,,,,,
xianf.net,http://www.xianf.net/african-bridesmaid-dress-wilsdom-african-designs.html,,(img alt) Print African Dress Designs,4,8,31,1,22,External,dupsies.com,http://dupsies.com/blogs/wp-content/uploads/2012/09/African-Print1.jpg,Yes,No,No,Yes,No,,,,,
stylelisting.com,http://www.stylelisting.com/ethnic-and-regional/african/,African&nbsp;&#171;&nbsp;Ethnic and Regional&nbsp;&#171;&nbsp;Home | Fashion List,,,,,,,,,,,,,,,,,,,
theglobe.net,http://www.theglobe.net/the_worlds_most_visited_web_pages_354/,The Globe - The world's most visited web pages,354283. dupsies.com,4,6,22,0,123,External,dupsies.com,http://www.dupsies.com/,Yes,No,No,Yes,No,,,,,
URL,URL,Title,Anchor Text,Spam Score,Page Authority,Domain Authority,Number of Domains Linking to this Page,Number of Domains Linking to Domain,Origin,Target URL,Target URL,Link Equity,No Link Equity,Only rel=nofollow,Only follow,301,,,,,
digitalundivided.com,http://www.digitalundivided.com/,,(img alt) logo3.6,2,57,49,146,186,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
pinterest.com,https://www.pinterest.com/pin/468444798720623560/,Designer Suits | Designer  Suits | Pinterest,www.zuvaa.com,1,47,100,1,1718917,External,zuvaa.com,http://www.zuvaa.com/,No,Yes,Yes,No,No,,,,,
pinterest.com,https://www.pinterest.com/pin/531143349783798945/,skirt maxi skirt aztec orange red colorful high waisted jewels bohemian maxi skirt bohemian shirt shirt t-shirt white white crop tops | Fashion | Pinterest | M�,www.zuvaa.com,1,47,100,1,1718917,External,zuvaa.com,http://www.zuvaa.com/,No,Yes,Yes,No,No,,,,,
pinterest.com,https://www.pinterest.com/pin/331718328783797535/,~Latest African Fashion,,,,,,,,,,,,,,,,,,,
pinterest.com,https://www.pinterest.com/pin/460563499373366285/,Its African inspired.love love love this skirt. ~Latest African Fashion,,,,,,,,,,,,,,,,,,,
pinterest.com,https://www.pinterest.com/pin/531143349784065487/,VICTORIA African Print Dress � Yellow | Fashion | Pinterest | African Print Dresses,,,,,,,,,,,,,,,,,,,
pinterest.com,https://www.pinterest.com/pin/468444798720644503/,Designer Suit | Designer  Suits | Pinterest,www.zuvaa.com,1,47,100,1,1718917,External,zuvaa.com,http://www.zuvaa.com/,No,Yes,Yes,No,No,,,,,
madamenoire.com,http://madamenoire.com/505648/behind-click-kelechi-anyadiegwu-merges-fashion-nigerian-culture-create-zuvaa/,Kelechi Anyadiegwu: Fashion &amp; Nigerian Culture With Zuvaa | MadameNoire,&raquo; Zuvaa Founder Featured on Madame Noire,1,44,67,7,3853,External,magazine.zuvaa.com,http://www.magazine.zuvaa.com/zuvaa-founder-featured-on-madame-noire/,No,Yes,Yes,No,No,,,,,
madamenoire.com,http://madamenoire.com/505648/behind-click-kelechi-anyadiegwu-merges-fashion-nigerian-culture-create-zuvaa/,Kelechi Anyadiegwu: Fashion &amp; Nigerian Culture With Zuvaa | MadameNoire,&raquo; Zuvaa Founder Featured on Madame Noire,1,44,67,7,3853,External,magazine.zuvaa.com,http://magazine.zuvaa.com/zuvaa-founder-featured-on-madame-noire/,No,Yes,Yes,No,No,,,,,
theroot.com,http://www.theroot.com/articles/culture/2015/05/afropolitans_10_african_artists_and_entrepreneurs_you_should_know.html,Afropolitans: 10 African Artists and Entrepreneurs You Should Know - The Root,Zuvaa,2,43,79,3,8668,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
blackenterprise.com,http://www.blackenterprise.com/feed/,,Zuvaa,4,41,73,8,4244,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
ecommerce-platforms.com,http://ecommerce-platforms.com/ecommerce-selling-advice/the-best-ecommerce-platforms-shopping-carts-for-multi-vendor-ecommerce-marketplaces,The Best Ecommerce Platforms &amp; Shopping Carts for Multi-vendor Ecommerce Marketplaces - Ecommerce Platforms,Kelechi,2,40,47,7,377,External,zuvaa.com,http://www.zuvaa.com/,No,Yes,Yes,No,No,,,,,
thefeministwire.com,http://www.thefeministwire.com/2014/07/j-crew-african-fashion-now/,J. Crew Is Into African Fashion Now? - The Feminist Wire,sell African-inspired garments,0,31,63,2,1472,External,zuvaa.com,http://zuvaa.com/shop/african-fashion-to-buy-or-to-sew/,Yes,No,No,Yes,No,,,,,
microsoft.crowdnetic.com,http://microsoft.crowdnetic.com/hosted/microsoft/issue-detail/US20000013E1,,http://www.zuvaa.com,4,30,45,1,103,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
appsafrica.com,http://appsafrica.com/2015/10/12/finalists-announced-for-appsafrica-innovation-awards-2015/,Finalists announced for Appsafrica Innovation Awards 2015 � Appsafrica.com | African Mobile,,,,,,,,,,,,,,,,,,,
thebridge.att.net,http://thebridge.att.net/content/the-bridge/Lifestyle/article/stand-out--african-american-inspired-fashion-for-everyday.html,Stand Out: African-American Inspired Fashion for Everyday,Zuvaa,3,29,74,1,21549,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
thebridge.att.net,http://thebridge.att.net/content/the_bridge/Lifestyle/article/stand-out--african-american-inspired-fashion-for-everyday.html,Stand Out: African-American Inspired Fashion for Everyday,Zuvaa,3,29,74,1,21549,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
bougieblackgirl.com,http://bougieblackgirl.com/buy-black-today-here-is-a-list-of-black-owned-online-fashion-and-beauty-businesses/,Buy Black Today: Here&#039;s a list of over 20 Black owned online fashion and beauty businesses. - Bougie Black Girl,Kelechi,2,29,29,4,112,External,zuvaa.com,http://www.zuvaa.com/,No,Yes,Yes,No,No,,,,,
missandrealewis.com,http://missandrealewis.com/2016/01/09/new-video-rejuvenate-and-reinvent-yourself-30daybodytransformation-selflovesaturday/,(New Video) Rejuvenate and Reinvent Yourself #30DayBodyTransformation #SelfLoveSaturday,8 Reasons Why Your Woman Crush Wednesday Should Be &#8220;Black Actress&#8221; producer and Writer Andrea Lewis &#8211; Zuvaa Magazine,1,26,26,3,41,External,magazine.zuvaa.com,http://www.magazine.zuvaa.com/2016/01/21/8-reasons-why-your-woman-crush-wednesday-should-be-black-actress-producer-and-writer-andrea-lewis/,No,Yes,Yes,No,No,,,,,
techcabal.com,http://techcabal.com/2015/07/21/the-complete-list-of-startups-that-will-pitch-at-the-2015-demo-africa/,The complete list of startups that will pitch at the 2015 DEMO Africa event | TechCabal,Zuvaa,1,25,49,2,626,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
microensure.com,http://microensure.com/news.asp?id=332&start=0,Finalists announced for Appsafrica Innovation Awards 2015 - MicroEnsure,Kelechi Anyadiegwu (Zuvaa -USA/Nigeria),3,24,42,1,140,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
nawmagazine.com,http://nawmagazine.com/thandie-newton-for-new-african-woman-photoshoot/,Thandie Newton for New African Woman-Photoshoot | New African Woman Magazine,Actress Thandie Newton is the New African Woman | Zuvaa Magazine,1,24,33,2,162,External,magazine.zuvaa.com,http://www.magazine.zuvaa.com/2015/11/11/actress-thandie-newton-is-the-new-african-woman/,No,Yes,Yes,No,No,,,,,
styleblazer.com,http://styleblazer.com/306238/african-wedding-dress-attire/7/,African Wedding Dress Attire For Guests,$105 ,0,24,59,1,1431,External,zuvaa.com,http://zuvaa.com/shop/product/one-shoulder-african-print-wrap-dress/,Yes,No,No,Yes,No,,,,,
styleblazer.com,http://styleblazer.com/306238/african-wedding-dress-attire/4/,African Wedding Dress Attire For Guests,$129 ,0,24,59,1,1431,External,zuvaa.com,http://zuvaa.com/shop/product/zhara-keyhole-dashiki-dress/,Yes,No,No,Yes,No,,,,,
blog.metrilo.com,https://blog.metrilo.com/content-marketing-examples/,,Zuvaa,2,22,22,2,16,External,magazine.zuvaa.com,http://www.magazine.zuvaa.com/category/style/,Yes,No,No,Yes,No,,,,,
appsafrica.com,http://appsafrica.com/awards-finalists-2015/,Awards Finalists 2015 � Appsafrica.com | African Mobile,,,,,,,,,,,,,,,,,,,
naimadolls.com,http://naimadolls.com/nos-points-de-vente/,Nos points de vente   | Naima Dolls,www.zuvaa.com,0,22,25,2,12,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
inmethod.com,http://inmethod.com/forum/user/profile/39773.page,All about Arshsharma,African Dress Designs,1,22,48,1,1199,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
inmethod.com,http://inmethod.com/forum/user/profile/39827.page,All about ritikasharma1,African Dress Designs,1,22,48,1,1199,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
inmethod.com,http://inmethod.com/forum/user/profile/39996.page,All about Sarbjeet,African Fashion,1,22,48,1,1199,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
inmethod.com,http://inmethod.com/forum/user/profile/39959.page,All about Shakespeare,African Dresses,1,22,48,1,1199,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
microensure.com,http://microensure.com/news.asp?id=332&start=5,Finalists announced for Appsafrica Innovation Awards 2015 - MicroEnsure,Kelechi Anyadiegwu (Zuvaa -USA/Nigeria),3,21,42,1,140,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
web.newsguy.com,http://web.newsguy.com/mccaffjt/punbb/profile.php?id=130657,MP3-Boss forum / Profile,Ankara Fashion,1,21,54,1,1068,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
web.newsguy.com,http://web.newsguy.com/mccaffjt/punbb/profile.php?id=130679,MP3-Boss forum / Profile,Ankara Dresses,1,21,54,1,1068,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
urbanluxfab.com,http://www.urbanluxfab.com/,URBAN LUX - HOME,www.zuvaa.com,0,21,13,1,1,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
africashionstyle.com,http://africashionstyle.com/african-shop-online/,Best African online shopping website,Zuvaa.com,4,20,15,1,3,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
africashionstyle.com,http://africashionstyle.com/african-necklaces-headbands/,African Necklaces &amp; Headbands - Africa &amp; fashion &amp; style,(img alt) Africashionstyle-african-fabric-necklace,4,20,15,1,3,External,zuvaa.com,http://zuvaa.com/product/chunky-ankara-fabric-necklace-blue-and-orange/,Yes,No,No,Yes,No,,,,,
africashionstyle.com,http://africashionstyle.com/african-necklaces-headbands/,African Necklaces &amp; Headbands - Africa &amp; fashion &amp; style,(img alt) Africashionstyle-african-fabric-headband,4,20,15,1,3,External,zuvaa.com,http://zuvaa.com/product/classic-blue-and-purple-nautical-knot-headband-african-wax-print-fabric-ankara/,Yes,No,No,Yes,No,,,,,
africashionstyle.com,http://africashionstyle.com/african-necklaces-headbands/,African Necklaces &amp; Headbands - Africa &amp; fashion &amp; style,(img alt) Africashionstyle-african-fabric-necklace,4,20,15,1,3,External,zuvaa.com,http://zuvaa.com/product/multi-layered-african-kente-print-necklace/,Yes,No,No,Yes,No,,,,,
africashionstyle.com,http://africashionstyle.com/african-necklaces-headbands/,African Necklaces &amp; Headbands - Africa &amp; fashion &amp; style,[No Anchor Text],4,20,15,1,3,External,zuvaa.com,http://zuvaa.com/product/multicolored-african-knotted-headband/,Yes,No,No,Yes,No,,,,,
web-directory-sites.org,http://web-directory-sites.org/Shopping/Clothing/?p=40,,African Clothes for Women,3,20,35,1,189,External,zuvaa.com,http://zuvaa.com/shop,No,Yes,Yes,No,No,,,,,
thecurvycutie.com,http://thecurvycutie.com/about-3/,About - The Curvy Cutie,Zuvaa,3,20,13,2,7,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
marketwatch.crowdnetic.com,http://marketwatch.crowdnetic.com/hosted/marketwatch/issue-detail/US20000013E1?ref=screener,MarketWatch | Crowdnetic | Zuvaa,http://www.zuvaa.com,4,20,45,1,103,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
technologytimes.ng,http://technologytimes.ng/tag/start-up/,Start-up Archives - Technology Times,Zuvaa,0,20,33,2,68,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
inmethod.com,http://www.inmethod.com/forum/user/profile/39996.page,All about Sarbjeet,African Fashion,2,20,48,1,1199,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
inmethod.com,http://www.inmethod.com/forum/user/profile/39959.page,All about Shakespeare,African Dresses,2,20,48,1,1199,External,zuvaa.com,http://zuvaa.com/,Yes,No,No,Yes,No,,,,,
microensure.com,http://www.microensure.com/news.asp?id=332&start=0,Finalists announced for Appsafrica Innovation Awards 2015 - MicroEnsure,Kelechi Anyadiegwu (Zuvaa -USA/Nigeria),3,20,42,1,140,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
jadore-fashion.com,http://www.jadore-fashion.com/2014_06_01_archive.html,jadore-fashion.com,www.zuvaa.com,3,19,36,1,213,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
link-minded.com,http://link-minded.com/shopping/clothing/fancy_dress/?p=3,Link Minded Directory Resource - Shopping &gt; Clothing &gt; Fancy Dress,African Print Dresses,4,19,37,1,139,External,zuvaa.com,http://zuvaa.com/shop,Yes,No,No,Yes,No,,,,,
dailytoa.st,http://dailytoa.st/blogs/20-powerhouse-women-of-color-making-serious-moves-in-2016,DailyToast,Zuvaa,0,19,20,3,45,External,zuvaa.com,http://www.zuvaa.com/,Yes,No,No,Yes,No,,,,,
link-minded.com,http://link-minded.com/shopping/clothing/fancy_dress/?s=A,Link Minded Directory Resource - Shopping &gt; Clothing &gt; Fancy Dress,African Print Dresses,4,19,37,1,139,External,zuvaa.com,http://zuvaa.com/shop,Yes,No,No,Yes,No,,,,,
